Title,Album,Artist,Duration
Pigs In Zen,Jane&#39;s Addiction,Jane&#39;s Addiction,294005
Pigs in Zen,Nothing&#39;s Shocking,Jane&#39;s Addiction,270550
Pilgrimage,Murmur,R.E.M.,270469
Pimp Like Me,Interstate &#39;76 Soundtrack,Bullmark,92300
Pinhead,Loud Fast,The Ramones,162084
Pink Champagne,The Colors In The Wheel,Venus Hum,285506
Pink Thing,Oranges &amp; Lemons,XTC,227058
Pit Stop (Take Me Home),Music to Make Love to Your Old Lady By,Lovage,235326
Planet Caravan,Paranoid,Black Sabbath,273650
Planet Tokyo,Hi Hi Puffy AmiYumi,Puffy Ami Yumi,229000
Planet of Sound,Trompe Le Monde,Pixies,126353
Play For Today,Staring At The Sea: The Singles,The Cure,218478
Play That Funky Music,Wild Cherry,Wild Cherry,197158
Play the Game,The Game,Queen,210963
Play,Play America,Flunk,246000
Poetry And Prose,The Beavis And Butt-Head Experience,Primus,227344
Policy of Truth,Violator,Depeche Mode,294083
Polite Dance Song,Ray Guns Are Not Just The Future,The Bird And The Bee,226000
Pollywanacraka,Fear Of A Black Planet,Public Enemy,232252
Ponderosa                     ,Maxinquaye,Tricky,210649
Pont Des Arts,Tourist,St. Germain,443456
Poor Leno,Melody A.M.,Röyksopp,236782
Poor Skeleton Steps Out,Oranges &amp; Lemons,XTC,206960
Porcelina Of The Vast Oceans,Mellon Collie And The Infinite Sadness: Dawn To Dusk,Smashing Pumpkins,561554
Portorose in July,"Beatz &amp; Pieces, Vol. 1",Gramatik,271000
Pos Que Se Vengan,Atlas,Kinky,260312
Post Punk Progression,On The Floor At The Boutique,Fatboy Slim,141000
Posters,Slap Me Five,Five Fingers of Funk,258180
Power Of Love,World Clique,Deee-Lite,280540
Power To The People,Fear Of A Black Planet,Public Enemy,230371
Prayer For My Demo,Mental Floss for the Globe,Urban Dance Squad,214162
Precious Things,Little Earthquakes,Tori Amos,266136
Prelude,Black Sands,Bonobo,77974
President Gas,Greatest Hits,The Psychedelic Furs,316758
Presidente,Atlas,Kinky,202734
Pretty In Pink,Greatest Hits,The Psychedelic Furs,238783
Pretty Little Ditty,Mother&#39;s Milk,Red Hot Chili Peppers,96148
Pretty Pink Ribbon,Comfort Eagle,Cake,187616
Primary,Staring At The Sea: The Singles,The Cure,214812
Printemps,Cœur de pirate,Coeur de pirate,124000
Priscilla,Songs In Red And Gray,Suzanne Vega,254247
Private Eyes (Remastered),The Very Best Of Daryl Hall &amp; John Oates,Hall &amp; Oates,217000
Private Idaho,Wild Planet,The B-52&#39;s,216396
Private Roots,Private,speedometer.,289796
Prohibido,Loteria de la Cumbia Lounge,Charanga Cakewalk,284492
"Promises, Promises",Burning Bridges,Naked Eyes,268000
Proof,The Rhythm Of The Saints,Paul Simon,277966
Proxy,The Fountain,Echo &amp; The Bunnymen,195263
Psycho Killer,Talking Heads: 77,Talking Heads,260228
Psychopath,On The Floor At The Boutique,Fatboy Slim,253214
Pudding Time,Frizzle Fry,Primus,247442
Pudding Time,Suck On This,Primus,258882
Pug,Adore,Smashing Pumpkins,294214
Puke + Cry,Green Mind,Dinosaur Jr,266526
Pull Up the Roots,Speaking In Tongues,Talking Heads,309582
Pulled Up,Talking Heads: 77,Talking Heads,268902
Pump It Up,This Year&#39;s Model,Elvis Costello &amp; The Attractions,196000
Pump Up The Jam,Pump Up the Jam: The Album,Technotronic,321620
Pumpkin Soup,Made of Bricks,Kate Nash,179000
Pumpkin,Maxinquaye,Tricky,270704
Punk Rock Classic,Mother&#39;s Milk,Red Hot Chili Peppers,106366
Pure Denizen of the Citizens Band,Teenager Of The Year,Frank Black,139672
Purple Haze,Are You Experienced,Jimi Hendrix Experience,165903
Purple Haze,Radio One,Jimi Hendrix Experience,183820
Purple Toupee,Lincoln,They Might Be Giants,160417
Push It Out,The Three E.P.&#39;s,The Beta Band,322609
Push It,Version 2.0,Garbage,242573
Push,Fush Yu Mang,Smash Mouth,169338
Pussy,Brazilian Girls,Brazilian Girls,248000
Put Your Hand Inside The Puppet Head,They Might Be Giants,They Might Be Giants,132674
Pépètes,Hawaï,Java,239720
Que Sera Sera,Katamari Fortissimo Damacy,Namco,332046
Queen Bitch,The Life Aquatic Exclusive Studio Sessions Featuring Seu Jorge,Seu Jorge,219986
Queer,Garbage,Garbage,276506
Quelqu&#39;un M&#39;a Dit,Quelqu&#39;un M&#39;a Dit,Carla Bruni,165849
Queremos Paz,La Revancha del Tango,Gotan Project,316157
Quicksand,The Life Aquatic Exclusive Studio Sessions Featuring Seu Jorge,Seu Jorge,273390
Quiet,Siamese Dream,Smashing Pumpkins,222772
Quit It,Hey Judy,Cowpokes,129142
Qué Onda Guero,Guero,Beck,209317
Rabid Child,They Might Be Giants,They Might Be Giants,91297
Race Car Ya-Yas,Fashion Nugget,Cake,80548
Radar Love,Moontan,Golden Earring,386000
Radio Free Europe,Murmur,R.E.M.,245209
Radio,High Times: Singles 1992-2006,Jamiroquai,251420
Rain Bird,Earth Sun Moon,Love And Rockets,196508
Rain Dogs,Rain Dogs,Tom Waits,176800
Rain In Tibet,"Light &#39;Em Up, Blow &#39;Em Out",Up Bustle &amp; Out,231972
Rain,When I Woke,Rusted Root,223188
Ramble On,Led Zeppelin [Box Set] Disc 1,Led Zeppelin,274022
Ranking Full Stop,I Just Can&#39;t Stop It,The English Beat,167338
Raoul Appears,Grim Fandango,Peter McConnell,18668
Raphael,Quelqu&#39;un M&#39;a Dit,Carla Bruni,145840
Rara,Rara,Juana Molina,186680
Raspberry Beret (LP Version) [Explicit],Around The World In A Day [Explicit],Prince,211146
Rat Race,The Singles Collection,Specials,190788
Rat Salad,Paranoid,Black Sabbath,150803
Raven&#39;s Reprise,"Baghdad Batteries - Orbsessions, Vol. 3",The Orb,252784
Rawnald Gregory Erickson the Second,STRFKR,STRFKR,173000
Ray,At Dajhelon,Francis,221026
Ray,Waiting For The 100th Monkey,Francis,211874
Razor Cut,Dub 56,The Toasters,193232
Ready For Action,Tweekend,The Crystal Method,300066
Ready To Roll,Sleepwalking,Rae &amp; Christian,304000
Readymade FM,Made In USA,Pizzicato Five,13572
Real Simple,Beatitude,Pepe Deluxé,298142
Real Thing,Judgment Night,Pearl Jam &amp; Cypress Hill,209560
Rebel Rebel,Diamond Dogs,David Bowie,272558
Rebel Rebel,The Life Aquatic Exclusive Studio Sessions Featuring Seu Jorge,Seu Jorge,164762
Rebel Yell,Rebel Yell,Billy Idol,287869
Red Light Indicates Doors Are Secured,"Whatever People Say I Am, That&#39;s What I Am Not",Arctic Monkeys,145028
Red Rain,So,Peter Gabriel,337246
Red Right Hand,Songs In The Key Of X,Nick Cave And The Bad Seed,370622
Redemption Song,Legend,Bob Marley,227864
Redemption,Beyond Good &amp; Evil,Christophe Heral,112918
Redencion,Cachaito,Orlando Lopez,289458
Redline,91 Argyle St,Starkos,200556
Reflections On The Screen,Superorganism,Superorganism,232000
Regatta De Blanc,Regatta De Blanc,The Police,185154
Reggae Fusion,Interstate &#39;76 Soundtrack,Bullmark,58916
Rehumanize Yourself,Ghost In The Machine,The Police,190431
Relating to a Psychopath,The Id,Macy Gray,288075
Relaxation Spa Treatment,The WIRED CD,Dan the Automator,204386
Remember You,DDR Max Soundtrack,NM,97708
Remind Me (Radio Edit),Melody A.M.,Röyksopp,216685
Remote Control,Hello Nasty,Beastie Boys,178808
Rental Car,Guero,Beck,185284
Reptilia,Room On Fire,The Strokes,219844
Resolution,A Love Supreme,John Coltrane Quartet,439454
Resolution,The Richest Man In Babylon,Thievery Corporation,285350
Respectable Street,Upsy Daisy Assortment,XTC,186680
Retox,Halfway Between The Gutter And The Stars,Fatboy Slim,316342
Revelations,Revelations,Audioslave,252105
Revenge Rocco Style,Interstate &#39;76 Soundtrack,Bullmark,168350
Revenge!,The WIRED CD,Spoon,147446
Revolution Solution,The Cosmic Game,Thievery Corporation,221516
Revolutionary Generation,Fear Of A Black Planet,Public Enemy,343115
Reza&#39;s Apartment,Dreamfall Soundtrack,Leon Willett,228514
Rhiannon,Fleetwood Mac,Fleetwood Mac,251316
Rhyme &amp; Reason,Under The Table And Dreaming,Dave Matthews Band,314496
Rhyme The Rhyme Well,To The 5 Boroughs,Beastie Boys,166478
Rhythm Section Want Ad,They Might Be Giants,They Might Be Giants,141477
Rhythm and Police,DDR Max Soundtrack,CJ Crew,87360
Rich Girl (Remastered),The Very Best Of Daryl Hall &amp; John Oates,Hall &amp; Oates,144000
Ricky&#39;s Theme,Ill Communication,Beastie Boys,223399
Right As Rain,19,Adele,197353
"Right Here, Right Now","You&#39;ve Come A Long Way, Baby",Fatboy Slim,387000
Right Right Now Now,To The 5 Boroughs,Beastie Boys,166114
Ring Of Fire,Social Distortion,Social Distortion,230828
Rio,Rio,Duran Duran,325091
Riot Radio,The Dead 60s,The Dead 60s,145000
Ripple,Deadicated,Jane&#39;s Addiction,279248
Rise,Slap Me Five,Five Fingers of Funk,221647
Risingson,Collected,Massive Attack,297639
Ritch in a Ditch,Kollected Works,Klark Kent,148772
"River Deep, Mountain High",The Innocents,Erasure,422108
River Euphrates,Surfer Rosa,Pixies,152920
Roads,Dummy,Portishead,305159
Robot Rock (Edit),Robot Rock,Daft Punk,187000
Rock &#39;N&#39; Roll,Jane&#39;s Addiction,Jane&#39;s Addiction,243668
Rock &#39;n&#39; Roll High School,Loud Fast,The Ramones,137402
Rock Lobster,The B-52s,The B-52&#39;s,293072
Rock Me Amadeus,Falco 3,Falco,203178
Rock Me,Run Lola Run,Pills,214786
Rock N&#39; Roll Suicide,The Life Aquatic Exclusive Studio Sessions Featuring Seu Jorge,Seu Jorge,187798
Rock The Casbah,Combat Rock,The Clash,222430
Rock This Town,Built For Speed,Stray Cats,207020
Rock and Roll,Led Zeppelin [Box Set] Disc 2,Led Zeppelin,220576
Rockaway Beach,Loud Fast,The Ramones,126667
Rocket,Bestoisu!!!!,POLYSICS,176000
Rocket,Siamese Dream,Smashing Pumpkins,246439
Rocking Horse,Hey Judy,Cowpokes,276770
Roi,Last Splash,The Breeders,250432
Roll It Up,Tweekend,The Crystal Method,360516
Roll Me In,Katamari Fortissimo Damacy,Namco,354432
Rollin&#39; (Air Raid Vehicle),Chocolate Starfish And The Hot Dog Flavored Water,Limp Bizkit,212810
Rolling,El Oso,Soul Coughing,216344
Room A Thousand Years Wide,Badmotorfinger,Soundgarden,245966
Root Down,Ill Communication,Beastie Boys,212114
Rose Rouge,Tourist,St. Germain,418626
Rosebud (O Verbo E A Verba),Lenine,Lenine,211877
Roswell,Interstate &#39;76 Soundtrack,Bullmark,47554
Rough Rider,I Just Can&#39;t Stop It,The English Beat,292568
Roundabout,Fragile,Yes,513630
Roxanne,Outlandos D&#39;Amour,The Police,194768
Royksopp&#39;s Night Out,Melody A.M.,Röyksopp,448396
Rub &#39;Till It Bleeds,Rid Of Me,PJ Harvey,303000
Rubacava,Grim Fandango,Peter McConnell,67262
Rubble,Simpatico,Velocity Girl,279240
Ruby My Dear,The Best of Thelonious Monk,Thelonious Monk,187304
Ruby Sees All,Motorcade Of Generosity,Cake,179530
Rude Boys Outta Jail,The Singles Collection,Specials,160446
"Rudi, A Message to You",The Singles Collection,Specials,172536
Rudie Can&#39;t Fail,London Calling,Clash,210912
Runaway,High Times: Singles 1992-2006,Jamiroquai,225628
Runnin&#39; (Extended),Marc Mac presents Visioneers - Dirty Old Hip Hop,Visioneers,246000
Running One (Large Mix),Run Lola Run,Lee Spencer &amp; Johnny Klimek,281138
Running One,Run Lola Run,"Tykwer, Klimek &amp; Heil",330720
Running Three,Run Lola Run,"Tykwer, Klimek &amp; Heil",294606
Running Two (Remix),Run Lola Run,Operation Phoenix,247910
Running Two,Run Lola Run,"Tykwer, Klimek &amp; Heil",252486
Rush Hour,The Jazz Influence: Electronic Jazz Compiled by Kevin Yost,Kevin Yost,249600
Rush,The Globe,Big Audio Dynamite II,257000
Rusty Cage,Badmotorfinger,Soundgarden,265924
Río Seco,Son,Juana Molina,211380
Röyksopp Forever,Junior,Röyksopp,298584
S.O.S.,Last Splash,The Breeders,91286
SKY,Private,speedometer.,301418
SPRORGNSM,Superorganism,Superorganism,200000
Sabotage,Ill Communication,Beastie Boys,178442
Sabrosa,Ill Communication,Beastie Boys,209502
Sabye,Ethiopiques 4,Mulatu Astatqé,326742
Safe Place,The Chillout Lounge - Box Set,Plej,274144
Saints,Last Splash,The Breeders,151952
Salami Fever,Beatitude,Pepe Deluxé,210652
Salta-Lenin-El-Atlas,Atlas,Kinky,224807
Salute Your Solution,Salute Your Solution,The Raconteurs,179000
Samba De Orpheus,Jazz Impressions Of Black Orpheus (Limited Edition),Vince Guaraldi Trio,339000
Samba Tranquille,The Mirror Conspiracy,Thievery Corporation,186512
Sambita,Kinky,Kinky,237198
Samburu Sunset,The Rhythmatist,Stewart Copeland,375700
San Antonio,Kinky,Kinky,210132
Sandstorm,DDR Max Soundtrack,Darude,88842
Sandstorm,Passion,Peter Gabriel,181272
Santa Fe,The Rip Tide,Beirut,254000
Santa Maria (Pepe Braddock Mix),La Revancha del Tango,Gotan Project,426419
Santa Maria (del Buen Ayre),La Revancha del Tango,Gotan Project,357978
Santo Domingo,11:11,Rodrigo Y Gabriela,241748
Sanya: Three Valleys,Shakuhachi Meditation Music,Stan Richardson,885404
Sanya,Japan: Shakuhachi - The Japanese Flute,Various Artists,396500
Sara Smile (Remastered),The Very Best Of Daryl Hall &amp; John Oates,Hall &amp; Oates,187000
Sara,Tusk,Fleetwood Mac,380900
Sashi: Buddha Or Satsu,Shakuhachi Meditation Music,Stan Richardson,438698
Satellite,Under The Table And Dreaming,Dave Matthews Band,290316
Sathington Waltz,Sailing The Seas Of Cheese,Primus,99970
Sathington Willoby,Frizzle Fry,Primus,24596
Satisfy My Soul,Legend,Bob Marley,271044
Satori,Rodrigo y Gabriela,Rodrigo Y Gabriela,303030
Satyam Shivam Sundaram,The Cosmic Game,Thievery Corporation,247403
Save A Prayer,Rio,Duran Duran,226408
Save It for Later,Special Beat Service,The English Beat,213941
Save Me,Finally Woken,Jem,213000
Saved by Zero,Reach the Beach,The Fixx,220844
Savitri,11:11,Rodrigo Y Gabriela,225992
Sax And Violins,Until the End of the World,Talking Heads,317044
"Say Cheese, Fellas",Beyond Good &amp; Evil,Christophe Heral,118664
Say It (Over and Over Again),Ballads,John Coltrane Quartet,258113
Say It Ain&#39;t So,Weezer,Weezer,257660
Say It Isn&#39;t So (Remastered),The Very Best Of Daryl Hall &amp; John Oates,Hall &amp; Oates,257000
Say You Love Me,Fleetwood Mac,Fleetwood Mac,249054
Scarecrow Blues,Chewing Lessons de España,Barefoot Gravediggers,175604
Scarecrow People,Oranges &amp; Lemons,XTC,251498
Scarecrow,Guero,Beck,255684
Sci-Clone,Devious Methods,Hive,216086
Sci-Fi Wasabi,Stereotype A,Cibo Matto,223000
Scratch Bass,What Sound,Lamb,286520
Screenwriter&#39;s Blues,Ruby Vroom,Soul Coughing,308869
Scrimshaw,Grim Fandango,Peter McConnell,53586
Se Hacen Amigos,Rara,Juana Molina,225056
Sea People,Love In The Time Of Science,Emiliana Torrini,73892
"Seagulls Screaming Kiss Her, Kiss Her",Upsy Daisy Assortment,XTC,231738
Searching With My Good Eye Closed,Badmotorfinger,Soundgarden,391180
Seas Of Cheese,Sailing The Seas Of Cheese,Primus,42588
Season Cycle,Skylarking,XTC,200538
Seasons,Singles,Chris Cornell,346190
Second Song,Nine Types Of Light,TV On The Radio,260000
Seconds,War,U2,191319
Secret Journey,Ghost In The Machine,The Police,213705
Security Of The First World,It Takes A Nation Of Millions To Hold Us Back,Public Enemy,80430
See You,The Colour And The Shape,Foo Fighters,146676
Seether,American Thighs,Veruca Salt,196000
Selfish,God Fodder,Ned&#39;s Atomic Dustbin,229502
Send Me On My Way,When I Woke,Rusted Root,263364
Senor,Live,Paris Combo,368420
Senses Working Overtime,English Settlement,XTC,290000
Senses Working Overtime,Upsy Daisy Assortment,XTC,272870
Serengeti Long Walk,The Rhythmatist,Stewart Copeland,266812
Sevastopol,The Chillout Lounge - Box Set,The Beaufort Scale,266786
Seven Days In Sunny June,High Times: Singles 1992-2006,Jamiroquai,240376
Seven Months,Portishead,Portishead,256050
Seven Nation Army,Elephant,The White Stripes,230750
Seven Seas of Rhye,Queen: Greatest Hits,Queen,167521
Seven Years In Tibet,Earthling,David Bowie,381985
Sex (I&#39;m A),Music to Make Love to Your Old Lady By,Lovage,379973
Sex Accordéon Et Alcool,Hawaï,Java,264810
Sex Machine,The 50th Anniversary Collection,James Brown,319608
Sex Rap,Freaky Styley,Red Hot Chili Peppers,114348
Sexual Revolution,The Id,Macy Gray,285019
Sexy Mexican Maid,Mother&#39;s Milk,Red Hot Chili Peppers,202020
Sexy Socialite,Over Your Shoulder,Chromeo,378000
Sgt. Baker,Sailing The Seas Of Cheese,Primus,251368
Shadow Stabbing,Comfort Eagle,Cake,186446
Shadows In The Rain,Zenyatta Mondatta,The Police,300924
Shadows of Ourselves,The Mirror Conspiracy,Thievery Corporation,217780
Shadrach,Paul&#39;s Boutique,Beastie Boys,246610
Shakatakadoodub,Shakatakadoodub,Kruder &amp; Dorfmeister,421064
Shake It Up,Shake It Up,The Cars,212134
Shake Your Booty,Part 3,K.C. &amp; The Sunshine Band,186303
Shake Your Rump,Paul&#39;s Boutique,Beastie Boys,198640
Shaking Through,Murmur,R.E.M.,270573
Shallow Be Thy Game,One Hot Minute,Red Hot Chili Peppers,272740
Shambelle,Message In A Box,The Police,300591
Shame,Adore,Smashing Pumpkins,399016
Shangrila,Lounge Orient,Enstrümantal,367000
Share My Love,DDR Max Soundtrack,Julie Frost,93262
Shark,Bible Of Dreams,Juno Reactor,576465
Sharp Dressed Man,Eliminator,ZZ Top,258036
She Blinded Me With Science,The Golden Age Of Wireless,Thomas Dolby,221416
She Bop,She&#39;s So Unusual,Cyndi Lauper,227812
She Drives Me Crazy,The Raw And The Cooked,Fine Young Cannibals,215638
She Moves On,The Rhythm Of The Saints,Paul Simon,303514
She Sailed Away,Grim Fandango,Peter McConnell,22906
She&#39;s A Knockout,Social Distortion,Social Distortion,232200
She&#39;s An Angel,They Might Be Giants,They Might Be Giants,157412
She&#39;s My Pusher,Vegas,The Crystal Method,340002
She&#39;s So,Melody A.M.,Röyksopp,321126
She&#39;s The One,The Three E.P.&#39;s,The Beta Band,501337
She,Shooting Rubberbands at the Stars,Edie Brickell &amp; New Bohemians,308686
Shed,The Id,Macy Gray,257956
Sheena Is A Punk Rocker,Loud Fast,The Ramones,169898
Shika No Tône,Shakuhachi Meditation Music,Stan Richardson,627224
Shika no Tone,Japan: Shakuhachi - The Japanese Flute,Various Artists,471848
Shin Kyorei,Shakuhachi Meditation Music,Stan Richardson,1084798
Ship Of Fools,Now And Zen,Robert Plant,300588
Ship Of Fools,The Innocents,Erasure,243615
Shoehorn With Teeth,Lincoln,They Might Be Giants,73090
Shoplifters Of The World Unite,Louder Than Bombs,The Smiths,178440
Short Change Hero,The House That Dirt Built,The Heavy,322000
"Short Skirt, Long Jacket",Comfort Eagle,Cake,203216
Should I Stay or Should I Go,Combat Rock,The Clash,189000
Showers,Thunderstorm,Echoes Of Nature,180180
Shut Up and Let Me Go,We Started Nothing,The Ting Tings,171231
Sick Boys,Social Distortion,Social Distortion,198999
Sick For Toys,Life&#39;s Too Good,Sugarcubes,193043
Siempre Con Swing (Intro),Cachaito,Orlando Lopez,23868
Silent Night Holy Night,The Andy Williams Christmas Album,Andy Williams,135928
Silver Cruiser,Junior [+digital booklet],Röyksopp,275028
Silver,Doolittle,Pixies,144612
Silverfuck,Siamese Dream,Smashing Pumpkins,522657
Simple Kind of Life,Return Of Saturn,No Doubt,256938
Simple,Rochester Sessions,Francis,229632
Since I Fell For You,Jazz Impressions Of Black Orpheus (Limited Edition),Vince Guaraldi Trio,262000
"Sing, Sing, Sing",Louis Prima : The Capitol Collector&#39;s Series,Louis Prima,249284
Singapore,Rain Dogs,Tom Waits,164710
Sins of the Father,Beyond Good &amp; Evil,Christophe Heral,229346
Sir Duke,Original Musiquarium,Stevie Wonder,233584
Sir Psycho Sexy,Blood Sugar Sex Magik,Red Hot Chili Peppers,494338
Sir Rockaby,Teenager Of The Year,Frank Black,174992
Sister Europe,Greatest Hits,The Psychedelic Furs,339876
Sister Saviour (Blackstrobe Remix),The WIRED CD,The Rapture,423436
Sitting Still,Murmur,R.E.M.,198633
Situation,Upstairs At Eric&#39;s,Yaz,346824
Six Feet Under,Return Of Saturn,No Doubt,148478
Sixteen Saltines,Blunderbuss,Jack White,155000
Sixty-five Thousand,The Innocents,Erasure,203805
Skating,A Charlie Brown Christmas,Vince Guaraldi Trio,148486
Skeeter Gettin&#39; Medieval,Interstate &#39;76 Soundtrack,Bullmark,126932
Skin &amp; Bones,"Reading, Writing And Arithmetic",The Sundays,257512
